STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,COUNTRY,Country/Region,FREQUENCY,Frequency,RDD_SECTOR,Sector,RDD_TECH,Technology,RDD_TYPE,Type,UNIT,Unit,TIME_PERIOD,Time Period,OBS_VALUE,Observation value,QUALIFIER,Qualifier,CONF_STATUS,Confidential Status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.IEA:RDDPUBLIC(1.0),Public energy technology RD&D budgets,I,TURKIYE,Republic of Türkiye,A,Annual,PUBLIC,Total public,TOTAL,Total,RDD,"Research, development and demonstration",NC_N,National currency (nominal),2023,,606.068,,P,Provisional Value,F,Non-confidential,6,Millions,3,
DATAFLOW,OECD.IEA:RDDPUBLIC(1.0),Public energy technology RD&D budgets,I,TURKIYE,Republic of Türkiye,A,Annual,PUBLIC,Total public,TOTAL,Total,RDD,"Research, development and demonstration",NC_N,National currency (nominal),2024,,1791.547,,P,Provisional Value,F,Non-confidential,6,Millions,3,
DATAFLOW,OECD.IEA:RDDPUBLIC(1.0),Public energy technology RD&D budgets,I,UK,United Kingdom,A,Annual,PUBLIC,Total public,FOSSILFUEL,Group 2: Fossil fuels,RDD,"Research, development and demonstration",NC_N,National currency (nominal),2019,,24.593,,I,Imputed Value,F,Non-confidential,6,Millions,3,
DATAFLOW,OECD.IEA:RDDPUBLIC(1.0),Public energy technology RD&D budgets,I,UK,United Kingdom,A,Annual,PUBLIC,Total public,FOSSILFUEL,Group 2: Fossil fuels,RDD,"Research, development and demonstration",NC_N,National currency (nominal),2020,,39.887,,I,Imputed Value,F,Non-confidential,6,Millions,3,
DATAFLOW,OECD.IEA:RDDPUBLIC(1.0),Public energy technology RD&D budgets,I,UK,United Kingdom,A,Annual,PUBLIC,Total public,FOSSILFUEL,Group 2: Fossil fuels,RDD,"Research, development and demonstration",NC_N,National currency (nominal),2021,,23.485,,I,Imputed Value,F,Non-confidential,6,Millions,3,
DATAFLOW,OECD.IEA:RDDPUBLIC(1.0),Public energy technology RD&D budgets,I,UK,United Kingdom,A,Annual,PUBLIC,Total public,FOSSILFUEL,Group 2: Fossil fuels,RDD,"Research, development and demonstration",NC_N,National currency (nominal),2022,,28.209,,I,Imputed Value,F,Non-confidential,6,Millions,3,
DATAFLOW,OECD.IEA:RDDPUBLIC(1.0),Public energy technology RD&D budgets,I,UK,United Kingdom,A,Annual,PUBLIC,Total public,FOSSILFUEL,Group 2: Fossil fuels,RDD,"Research, development and demonstration",NC_N,National currency (nominal),2023,,45.222,,P,Provisional Value,F,Non-confidential,6,Millions,3,
DATAFLOW,OECD.IEA:RDDPUBLIC(1.0),Public energy technology RD&D budgets,I,JAPAN,Japan,A,Annual,PUBLIC,Total public,EFFICIENCY,Group 1: Energy efficiency,RDD,"Research, development and demonstration",NC_N,National currency (nominal),2019,,78893.669,,I,Imputed Value,F,Non-confidential,6,Millions,3,
DATAFLOW,OECD.IEA:RDDPUBLIC(1.0),Public energy technology RD&D budgets,I,JAPAN,Japan,A,Annual,PUBLIC,Total public,EFFICIENCY,Group 1: Energy efficiency,RDD,"Research, development and demonstration",NC_N,National currency (nominal),2020,,78011.332,,I,Imputed Value,F,Non-confidential,6,Millions,3,
DATAFLOW,OECD.IEA:RDDPUBLIC(1.0),Public energy technology RD&D budgets,I,JAPAN,Japan,A,Annual,PUBLIC,Total public,EFFICIENCY,Group 1: Energy efficiency,RDD,"Research, development and demonstration",NC_N,National currency (nominal),2021,,79699.895,,I,Imputed Value,F,Non-confidential,6,Millions,3,
DATAFLOW,OECD.IEA:RDDPUBLIC(1.0),Public energy technology RD&D budgets,I,JAPAN,Japan,A,Annual,PUBLIC,Total public,EFFICIENCY,Group 1: Energy efficiency,RDD,"Research, development and demonstration",NC_N,National currency (nominal),2022,,85663.743,,I,Imputed Value,F,Non-confidential,6,Millions,3,
DATAFLOW,OECD.IEA:RDDPUBLIC(1.0),Public energy technology RD&D budgets,I,JAPAN,Japan,A,Annual,PUBLIC,Total public,EFFICIENCY,Group 1: Energy efficiency,RDD,"Research, development and demonstration",NC_N,National currency (nominal),2023,,61003.337,,P,Provisional Value,F,Non-confidential,6,Millions,3,
DATAFLOW,OECD.IEA:RDDPUBLIC(1.0),Public energy technology RD&D budgets,I,MEXICO,Mexico,A,Annual,PUBLIC,Total public,TOTAL,Total,RDD,"Research, development and demonstration",NC_N,National currency (nominal),2019,,926.389,,I,Imputed Value,F,Non-confidential,6,Millions,3,
DATAFLOW,OECD.IEA:RDDPUBLIC(1.0),Public energy technology RD&D budgets,I,MEXICO,Mexico,A,Annual,PUBLIC,Total public,TOTAL,Total,RDD,"Research, development and demonstration",NC_N,National currency (nominal),2020,,789.909,,I,Imputed Value,F,Non-confidential,6,Millions,3,
DATAFLOW,OECD.IEA:RDDPUBLIC(1.0),Public energy technology RD&D budgets,I,MEXICO,Mexico,A,Annual,PUBLIC,Total public,TOTAL,Total,RDD,"Research, development and demonstration",NC_N,National currency (nominal),2021,,395.554,,I,Imputed Value,F,Non-confidential,6,Millions,3,
DATAFLOW,OECD.IEA:RDDPUBLIC(1.0),Public energy technology RD&D budgets,I,MEXICO,Mexico,A,Annual,PUBLIC,Total public,TOTAL,Total,RDD,"Research, development and demonstration",NC_N,National currency (nominal),2022,,105.65,,I,Imputed Value,F,Non-confidential,6,Millions,3,
DATAFLOW,OECD.IEA:RDDPUBLIC(1.0),Public energy technology RD&D budgets,I,MEXICO,Mexico,A,Annual,PUBLIC,Total public,TOTAL,Total,RDD,"Research, development and demonstration",NC_N,National currency (nominal),2023,,33.439,,P,Provisional Value,F,Non-confidential,6,Millions,3,
DATAFLOW,OECD.IEA:RDDPUBLIC(1.0),Public energy technology RD&D budgets,I,SWEDEN,Sweden,A,Annual,PUBLIC,Total public,TOTAL,Total,RDD,"Research, development and demonstration",NC_N,National currency (nominal),2019,,1836.824,,I,Imputed Value,F,Non-confidential,6,Millions,3,
DATAFLOW,OECD.IEA:RDDPUBLIC(1.0),Public energy technology RD&D budgets,I,SWEDEN,Sweden,A,Annual,PUBLIC,Total public,TOTAL,Total,RDD,"Research, development and demonstration",NC_N,National currency (nominal),2020,,2288.767,,I,Imputed Value,F,Non-confidential,6,Millions,3,
DATAFLOW,OECD.IEA:RDDPUBLIC(1.0),Public energy technology RD&D budgets,I,SWEDEN,Sweden,A,Annual,PUBLIC,Total public,TOTAL,Total,RDD,"Research, development and demonstration",NC_N,National currency (nominal),2021,,2768.816,,I,Imputed Value,F,Non-confidential,6,Millions,3,
DATAFLOW,OECD.IEA:RDDPUBLIC(1.0),Public energy technology RD&D budgets,I,SWEDEN,Sweden,A,Annual,PUBLIC,Total public,TOTAL,Total,RDD,"Research, development and demonstration",NC_N,National currency (nominal),2022,,2767.667,,I,Imputed Value,F,Non-confidential,6,Millions,3,
DATAFLOW,OECD.IEA:RDDPUBLIC(1.0),Public energy technology RD&D budgets,I,SWEDEN,Sweden,A,Annual,PUBLIC,Total public,TOTAL,Total,RDD,"Research, development and demonstration",NC_N,National currency (nominal),2023,,2700,,P,Provisional Value,F,Non-confidential,6,Millions,3,
DATAFLOW,OECD.IEA:RDDPUBLIC(1.0),Public energy technology RD&D budgets,I,ESTONIA,Estonia,A,Annual,PUBLIC,Total public,OTHERTECH,Group 7: Other cross-cutting techs/research,RDD,"Research, development and demonstration",NC_N,National currency (nominal),2019,,0.16,,I,Imputed Value,F,Non-confidential,6,Millions,3,
DATAFLOW,OECD.IEA:RDDPUBLIC(1.0),Public energy technology RD&D budgets,I,ESTONIA,Estonia,A,Annual,PUBLIC,Total public,OTHERTECH,Group 7: Other cross-cutting techs/research,RDD,"Research, development and demonstration",NC_N,National currency (nominal),2020,,0.214,,I,Imputed Value,F,Non-confidential,6,Millions,3,
DATAFLOW,OECD.IEA:RDDPUBLIC(1.0),Public energy technology RD&D budgets,I,ESTONIA,Estonia,A,Annual,PUBLIC,Total public,OTHERTECH,Group 7: Other cross-cutting techs/research,RDD,"Research, development and demonstration",NC_N,National currency (nominal),2021,,0,,I,Imputed Value,F,Non-confidential,6,Millions,3,
DATAFLOW,OECD.IEA:RDDPUBLIC(1.0),Public energy technology RD&D budgets,I,ESTONIA,Estonia,A,Annual,PUBLIC,Total public,OTHERTECH,Group 7: Other cross-cutting techs/research,RDD,"Research, development and demonstration",NC_N,National currency (nominal),2022,,0.624,,I,Imputed Value,F,Non-confidential,6,Millions,3,
DATAFLOW,OECD.IEA:RDDPUBLIC(1.0),Public energy technology RD&D budgets,I,ESTONIA,Estonia,A,Annual,PUBLIC,Total public,OTHERTECH,Group 7: Other cross-cutting techs/research,RDD,"Research, development and demonstration",NC_N,National currency (nominal),2023,,0.419,,P,Provisional Value,F,Non-confidential,6,Millions,3,
DATAFLOW,OECD.IEA:RDDPUBLIC(1.0),Public energy technology RD&D budgets,I,ESTONIA,Estonia,A,Annual,PUBLIC,Total public,OTHERTECH,Group 7: Other cross-cutting techs/research,RDD,"Research, development and demonstration",NC_N,National currency (nominal),2024,,0.192,,P,Provisional Value,F,Non-confidential,6,Millions,3,
DATAFLOW,OECD.IEA:RDDPUBLIC(1.0),Public energy technology RD&D budgets,I,NORWAY,Norway,A,Annual,PUBLIC,Total public,RENEWABLE,Group 3: Renewable energy sources,RDD,"Research, development and demonstration",NC_N,National currency (nominal),2019,,2835.505,,I,Imputed Value,F,Non-confidential,6,Millions,3,
DATAFLOW,OECD.IEA:RDDPUBLIC(1.0),Public energy technology RD&D budgets,I,NORWAY,Norway,A,Annual,PUBLIC,Total public,RENEWABLE,Group 3: Renewable energy sources,RDD,"Research, development and demonstration",NC_N,National currency (nominal),2020,,705.59,,I,Imputed Value,F,Non-confidential,6,Millions,3,
DATAFLOW,OECD.IEA:RDDPUBLIC(1.0),Public energy technology RD&D budgets,I,NORWAY,Norway,A,Annual,PUBLIC,Total public,RENEWABLE,Group 3: Renewable energy sources,RDD,"Research, development and demonstration",NC_N,National currency (nominal),2021,,921.856,,I,Imputed Value,F,Non-confidential,6,Millions,3,
DATAFLOW,OECD.IEA:RDDPUBLIC(1.0),Public energy technology RD&D budgets,I,NORWAY,Norway,A,Annual,PUBLIC,Total public,RENEWABLE,Group 3: Renewable energy sources,RDD,"Research, development and demonstration",NC_N,National currency (nominal),2022,,1298.2,,I,Imputed Value,F,Non-confidential,6,Millions,3,
DATAFLOW,OECD.IEA:RDDPUBLIC(1.0),Public energy technology RD&D budgets,I,NORWAY,Norway,A,Annual,PUBLIC,Total public,RENEWABLE,Group 3: Renewable energy sources,RDD,"Research, development and demonstration",NC_N,National currency (nominal),2023,,871.433,,P,Provisional Value,F,Non-confidential,6,Millions,3,
DATAFLOW,OECD.IEA:RDDPUBLIC(1.0),Public energy technology RD&D budgets,I,NORWAY,Norway,A,Annual,PUBLIC,Total public,RENEWABLE,Group 3: Renewable energy sources,RDD,"Research, development and demonstration",NC_N,National currency (nominal),2024,,2806.852,,P,Provisional Value,F,Non-confidential,6,Millions,3,
DATAFLOW,OECD.IEA:RDDPUBLIC(1.0),Public energy technology RD&D budgets,I,ITALY,Italy,A,Annual,PUBLIC,Total public,OTHERPANDS,Group 6: Other power and storage technologies,RDD,"Research, development and demonstration",NC_N,National currency (nominal),2019,,40.946,,I,Imputed Value,F,Non-confidential,6,Millions,3,
DATAFLOW,OECD.IEA:RDDPUBLIC(1.0),Public energy technology RD&D budgets,I,ITALY,Italy,A,Annual,PUBLIC,Total public,OTHERPANDS,Group 6: Other power and storage technologies,RDD,"Research, development and demonstration",NC_N,National currency (nominal),2020,,53.218,,I,Imputed Value,F,Non-confidential,6,Millions,3,
DATAFLOW,OECD.IEA:RDDPUBLIC(1.0),Public energy technology RD&D budgets,I,ITALY,Italy,A,Annual,PUBLIC,Total public,OTHERPANDS,Group 6: Other power and storage technologies,RDD,"Research, development and demonstration",NC_N,National currency (nominal),2021,,49.471,,I,Imputed Value,F,Non-confidential,6,Millions,3,
DATAFLOW,OECD.IEA:RDDPUBLIC(1.0),Public energy technology RD&D budgets,I,CANADA,Canada,A,Annual,PUBLIC,Total public,TOTAL,Total,RDD,"Research, development and demonstration",NC_N,National currency (nominal),2019,,1073.994,,I,Imputed Value,F,Non-confidential,6,Millions,3,
DATAFLOW,OECD.IEA:RDDPUBLIC(1.0),Public energy technology RD&D budgets,I,CANADA,Canada,A,Annual,PUBLIC,Total public,TOTAL,Total,RDD,"Research, development and demonstration",NC_N,National currency (nominal),2020,,1161.841,,I,Imputed Value,F,Non-confidential,6,Millions,3,
DATAFLOW,OECD.IEA:RDDPUBLIC(1.0),Public energy technology RD&D budgets,I,CANADA,Canada,A,Annual,PUBLIC,Total public,TOTAL,Total,RDD,"Research, development and demonstration",NC_N,National currency (nominal),2021,,1412.073,,I,Imputed Value,F,Non-confidential,6,Millions,3,
DATAFLOW,OECD.IEA:RDDPUBLIC(1.0),Public energy technology RD&D budgets,I,CANADA,Canada,A,Annual,PUBLIC,Total public,TOTAL,Total,RDD,"Research, development and demonstration",NC_N,National currency (nominal),2022,,1484.949,,I,Imputed Value,F,Non-confidential,6,Millions,3,
DATAFLOW,OECD.IEA:RDDPUBLIC(1.0),Public energy technology RD&D budgets,I,CANADA,Canada,A,Annual,PUBLIC,Total public,TOTAL,Total,RDD,"Research, development and demonstration",NC_N,National currency (nominal),2023,,1926.448,,P,Provisional Value,F,Non-confidential,6,Millions,3,
DATAFLOW,OECD.IEA:RDDPUBLIC(1.0),Public energy technology RD&D budgets,I,CANADA,Canada,A,Annual,PUBLIC,Total public,TOTAL,Total,RDD,"Research, development and demonstration",NC_N,National currency (nominal),2024,,1994.595,,P,Provisional Value,F,Non-confidential,6,Millions,3,
DATAFLOW,OECD.IEA:RDDPUBLIC(1.0),Public energy technology RD&D budgets,I,SPAIN,Spain,A,Annual,PUBLIC,Total public,EFFICIENCY,Group 1: Energy efficiency,RDD,"Research, development and demonstration",NC_N,National currency (nominal),2019,,21.636,,I,Imputed Value,F,Non-confidential,6,Millions,3,
DATAFLOW,OECD.IEA:RDDPUBLIC(1.0),Public energy technology RD&D budgets,I,SPAIN,Spain,A,Annual,PUBLIC,Total public,EFFICIENCY,Group 1: Energy efficiency,RDD,"Research, development and demonstration",NC_N,National currency (nominal),2020,,6.466,,I,Imputed Value,F,Non-confidential,6,Millions,3,
DATAFLOW,OECD.IEA:RDDPUBLIC(1.0),Public energy technology RD&D budgets,I,SPAIN,Spain,A,Annual,PUBLIC,Total public,EFFICIENCY,Group 1: Energy efficiency,RDD,"Research, development and demonstration",NC_N,National currency (nominal),2021,,194.82,,I,Imputed Value,F,Non-confidential,6,Millions,3,
DATAFLOW,OECD.IEA:RDDPUBLIC(1.0),Public energy technology RD&D budgets,I,SPAIN,Spain,A,Annual,PUBLIC,Total public,EFFICIENCY,Group 1: Energy efficiency,RDD,"Research, development and demonstration",NC_N,National currency (nominal),2022,,348.444,,I,Imputed Value,F,Non-confidential,6,Millions,3,
DATAFLOW,OECD.IEA:RDDPUBLIC(1.0),Public energy technology RD&D budgets,I,CZECH,Czech Republic,A,Annual,PUBLIC,Total public,FOSSILFUEL,Group 2: Fossil fuels,RDD,"Research, development and demonstration",NC_N,National currency (nominal),2019,,308.818,,I,Imputed Value,F,Non-confidential,6,Millions,3,
DATAFLOW,OECD.IEA:RDDPUBLIC(1.0),Public energy technology RD&D budgets,I,CZECH,Czech Republic,A,Annual,PUBLIC,Total public,FOSSILFUEL,Group 2: Fossil fuels,RDD,"Research, development and demonstration",NC_N,National currency (nominal),2020,,164.357,,I,Imputed Value,F,Non-confidential,6,Millions,3,
DATAFLOW,OECD.IEA:RDDPUBLIC(1.0),Public energy technology RD&D budgets,I,CZECH,Czech Republic,A,Annual,PUBLIC,Total public,FOSSILFUEL,Group 2: Fossil fuels,RDD,"Research, development and demonstration",NC_N,National currency (nominal),2021,,213.881,,I,Imputed Value,F,Non-confidential,6,Millions,3,
DATAFLOW,OECD.IEA:RDDPUBLIC(1.0),Public energy technology RD&D budgets,I,CZECH,Czech Republic,A,Annual,PUBLIC,Total public,FOSSILFUEL,Group 2: Fossil fuels,RDD,"Research, development and demonstration",NC_N,National currency (nominal),2022,,154.409,,I,Imputed Value,F,Non-confidential,6,Millions,3,
DATAFLOW,OECD.IEA:RDDPUBLIC(1.0),Public energy technology RD&D budgets,I,CZECH,Czech Republic,A,Annual,PUBLIC,Total public,FOSSILFUEL,Group 2: Fossil fuels,RDD,"Research, development and demonstration",NC_N,National currency (nominal),2023,,130.684,,P,Provisional Value,F,Non-confidential,6,Millions,3,
DATAFLOW,OECD.IEA:RDDPUBLIC(1.0),Public energy technology RD&D budgets,I,CZECH,Czech Republic,A,Annual,PUBLIC,Total public,FOSSILFUEL,Group 2: Fossil fuels,RDD,"Research, development and demonstration",NC_N,National currency (nominal),2024,,76.733,,P,Provisional Value,F,Non-confidential,6,Millions,3,
DATAFLOW,OECD.IEA:RDDPUBLIC(1.0),Public energy technology RD&D budgets,I,FINLAND,Finland,A,Annual,PUBLIC,Total public,NUCLEAR,Group 4: Nuclear,RDD,"Research, development and demonstration",NC_N,National currency (nominal),2019,,21.998,,I,Imputed Value,F,Non-confidential,6,Millions,3,
DATAFLOW,OECD.IEA:RDDPUBLIC(1.0),Public energy technology RD&D budgets,I,FINLAND,Finland,A,Annual,PUBLIC,Total public,NUCLEAR,Group 4: Nuclear,RDD,"Research, development and demonstration",NC_N,National currency (nominal),2020,,22.226,,I,Imputed Value,F,Non-confidential,6,Millions,3,
DATAFLOW,OECD.IEA:RDDPUBLIC(1.0),Public energy technology RD&D budgets,I,FINLAND,Finland,A,Annual,PUBLIC,Total public,NUCLEAR,Group 4: Nuclear,RDD,"Research, development and demonstration",NC_N,National currency (nominal),2021,,18.709,,I,Imputed Value,F,Non-confidential,6,Millions,3,
DATAFLOW,OECD.IEA:RDDPUBLIC(1.0),Public energy technology RD&D budgets,I,FINLAND,Finland,A,Annual,PUBLIC,Total public,NUCLEAR,Group 4: Nuclear,RDD,"Research, development and demonstration",NC_N,National currency (nominal),2022,,18.671,,I,Imputed Value,F,Non-confidential,6,Millions,3,
DATAFLOW,OECD.IEA:RDDPUBLIC(1.0),Public energy technology RD&D budgets,I,MEXICO,Mexico,A,Annual,PUBLIC,Total public,HGENCELL,Group 5: Hydrogen and fuel cells,RDD,"Research, development and demonstration",NC_N,National currency (nominal),2019,,5.421,,I,Imputed Value,F,Non-confidential,6,Millions,3,
DATAFLOW,OECD.IEA:RDDPUBLIC(1.0),Public energy technology RD&D budgets,I,MEXICO,Mexico,A,Annual,PUBLIC,Total public,HGENCELL,Group 5: Hydrogen and fuel cells,RDD,"Research, development and demonstration",NC_N,National currency (nominal),2020,,1.404,,I,Imputed Value,F,Non-confidential,6,Millions,3,
DATAFLOW,OECD.IEA:RDDPUBLIC(1.0),Public energy technology RD&D budgets,I,MEXICO,Mexico,A,Annual,PUBLIC,Total public,HGENCELL,Group 5: Hydrogen and fuel cells,RDD,"Research, development and demonstration",NC_N,National currency (nominal),2021,,0.729,,I,Imputed Value,F,Non-confidential,6,Millions,3,
DATAFLOW,OECD.IEA:RDDPUBLIC(1.0),Public energy technology RD&D budgets,I,MEXICO,Mexico,A,Annual,PUBLIC,Total public,HGENCELL,Group 5: Hydrogen and fuel cells,RDD,"Research, development and demonstration",NC_N,National currency (nominal),2022,,0,,I,Imputed Value,F,Non-confidential,6,Millions,3,
DATAFLOW,OECD.IEA:RDDPUBLIC(1.0),Public energy technology RD&D budgets,I,MEXICO,Mexico,A,Annual,PUBLIC,Total public,HGENCELL,Group 5: Hydrogen and fuel cells,RDD,"Research, development and demonstration",NC_N,National currency (nominal),2023,,0,,P,Provisional Value,F,Non-confidential,6,Millions,3,
DATAFLOW,OECD.IEA:RDDPUBLIC(1.0),Public energy technology RD&D budgets,I,CHILE,Chile,A,Annual,PUBLIC,Total public,RENEWABLE,Group 3: Renewable energy sources,RDD,"Research, development and demonstration",NC_N,National currency (nominal),2019,,3651,,I,Imputed Value,F,Non-confidential,6,Millions,3,
DATAFLOW,OECD.IEA:RDDPUBLIC(1.0),Public energy technology RD&D budgets,I,CHILE,Chile,A,Annual,PUBLIC,Total public,RENEWABLE,Group 3: Renewable energy sources,RDD,"Research, development and demonstration",NC_N,National currency (nominal),2020,,2093.762,,I,Imputed Value,F,Non-confidential,6,Millions,3,
DATAFLOW,OECD.IEA:RDDPUBLIC(1.0),Public energy technology RD&D budgets,I,CHILE,Chile,A,Annual,PUBLIC,Total public,RENEWABLE,Group 3: Renewable energy sources,RDD,"Research, development and demonstration",NC_N,National currency (nominal),2021,,1246.9,,I,Imputed Value,F,Non-confidential,6,Millions,3,
DATAFLOW,OECD.IEA:RDDPUBLIC(1.0),Public energy technology RD&D budgets,I,CHILE,Chile,A,Annual,PUBLIC,Total public,RENEWABLE,Group 3: Renewable energy sources,RDD,"Research, development and demonstration",NC_N,National currency (nominal),2022,,2261.038,,I,Imputed Value,F,Non-confidential,6,Millions,3,
DATAFLOW,OECD.IEA:RDDPUBLIC(1.0),Public energy technology RD&D budgets,I,CHILE,Chile,A,Annual,PUBLIC,Total public,RENEWABLE,Group 3: Renewable energy sources,RDD,"Research, development and demonstration",NC_N,National currency (nominal),2023,,2261.038,,P,Provisional Value,F,Non-confidential,6,Millions,3,
DATAFLOW,OECD.IEA:RDDPUBLIC(1.0),Public energy technology RD&D budgets,I,IRELAND,Ireland,A,Annual,PUBLIC,Total public,RENEWABLE,Group 3: Renewable energy sources,RDD,"Research, development and demonstration",NC_N,National currency (nominal),2019,,12.286,,I,Imputed Value,F,Non-confidential,6,Millions,3,
DATAFLOW,OECD.IEA:RDDPUBLIC(1.0),Public energy technology RD&D budgets,I,IRELAND,Ireland,A,Annual,PUBLIC,Total public,RENEWABLE,Group 3: Renewable energy sources,RDD,"Research, development and demonstration",NC_N,National currency (nominal),2020,,10.384,,I,Imputed Value,F,Non-confidential,6,Millions,3,
DATAFLOW,OECD.IEA:RDDPUBLIC(1.0),Public energy technology RD&D budgets,I,IRELAND,Ireland,A,Annual,PUBLIC,Total public,RENEWABLE,Group 3: Renewable energy sources,RDD,"Research, development and demonstration",NC_N,National currency (nominal),2021,,12.519,,I,Imputed Value,F,Non-confidential,6,Millions,3,
DATAFLOW,OECD.IEA:RDDPUBLIC(1.0),Public energy technology RD&D budgets,I,IRELAND,Ireland,A,Annual,PUBLIC,Total public,RENEWABLE,Group 3: Renewable energy sources,RDD,"Research, development and demonstration",NC_N,National currency (nominal),2022,,15.776,,I,Imputed Value,F,Non-confidential,6,Millions,3,
DATAFLOW,OECD.IEA:RDDPUBLIC(1.0),Public energy technology RD&D budgets,I,IRELAND,Ireland,A,Annual,PUBLIC,Total public,RENEWABLE,Group 3: Renewable energy sources,RDD,"Research, development and demonstration",NC_N,National currency (nominal),2023,,18.866,,P,Provisional Value,F,Non-confidential,6,Millions,3,
DATAFLOW,OECD.IEA:RDDPUBLIC(1.0),Public energy technology RD&D budgets,I,NETHERLANDS,Netherlands,A,Annual,PUBLIC,Total public,FOSSILFUEL,Group 2: Fossil fuels,RDD,"Research, development and demonstration",NC_N,National currency (nominal),2019,,8.534,,I,Imputed Value,F,Non-confidential,6,Millions,3,
DATAFLOW,OECD.IEA:RDDPUBLIC(1.0),Public energy technology RD&D budgets,I,NETHERLANDS,Netherlands,A,Annual,PUBLIC,Total public,FOSSILFUEL,Group 2: Fossil fuels,RDD,"Research, development and demonstration",NC_N,National currency (nominal),2020,,7.371,,I,Imputed Value,F,Non-confidential,6,Millions,3,
DATAFLOW,OECD.IEA:RDDPUBLIC(1.0),Public energy technology RD&D budgets,I,NETHERLANDS,Netherlands,A,Annual,PUBLIC,Total public,FOSSILFUEL,Group 2: Fossil fuels,RDD,"Research, development and demonstration",NC_N,National currency (nominal),2021,,10.563,,I,Imputed Value,F,Non-confidential,6,Millions,3,
DATAFLOW,OECD.IEA:RDDPUBLIC(1.0),Public energy technology RD&D budgets,I,NETHERLANDS,Netherlands,A,Annual,PUBLIC,Total public,FOSSILFUEL,Group 2: Fossil fuels,RDD,"Research, development and demonstration",NC_N,National currency (nominal),2022,,9.42,,I,Imputed Value,F,Non-confidential,6,Millions,3,
DATAFLOW,OECD.IEA:RDDPUBLIC(1.0),Public energy technology RD&D budgets,I,NETHERLANDS,Netherlands,A,Annual,PUBLIC,Total public,FOSSILFUEL,Group 2: Fossil fuels,RDD,"Research, development and demonstration",NC_N,National currency (nominal),2023,,3.186,,P,Provisional Value,F,Non-confidential,6,Millions,3,
DATAFLOW,OECD.IEA:RDDPUBLIC(1.0),Public energy technology RD&D budgets,I,GERMANY,Germany,A,Annual,PUBLIC,Total public,OTHERPANDS,Group 6: Other power and storage technologies,RDD,"Research, development and demonstration",NC_N,National currency (nominal),2019,,128.435,,I,Imputed Value,F,Non-confidential,6,Millions,3,
DATAFLOW,OECD.IEA:RDDPUBLIC(1.0),Public energy technology RD&D budgets,I,GERMANY,Germany,A,Annual,PUBLIC,Total public,OTHERPANDS,Group 6: Other power and storage technologies,RDD,"Research, development and demonstration",NC_N,National currency (nominal),2020,,114.23,,I,Imputed Value,F,Non-confidential,6,Millions,3,
DATAFLOW,OECD.IEA:RDDPUBLIC(1.0),Public energy technology RD&D budgets,I,GERMANY,Germany,A,Annual,PUBLIC,Total public,OTHERPANDS,Group 6: Other power and storage technologies,RDD,"Research, development and demonstration",NC_N,National currency (nominal),2021,,127.102,,I,Imputed Value,F,Non-confidential,6,Millions,3,
DATAFLOW,OECD.IEA:RDDPUBLIC(1.0),Public energy technology RD&D budgets,I,GERMANY,Germany,A,Annual,PUBLIC,Total public,OTHERPANDS,Group 6: Other power and storage technologies,RDD,"Research, development and demonstration",NC_N,National currency (nominal),2022,,113.103,,I,Imputed Value,F,Non-confidential,6,Millions,3,
DATAFLOW,OECD.IEA:RDDPUBLIC(1.0),Public energy technology RD&D budgets,I,GERMANY,Germany,A,Annual,PUBLIC,Total public,OTHERPANDS,Group 6: Other power and storage technologies,RDD,"Research, development and demonstration",NC_N,National currency (nominal),2023,,136.425,,P,Provisional Value,F,Non-confidential,6,Millions,3,
DATAFLOW,OECD.IEA:RDDPUBLIC(1.0),Public energy technology RD&D budgets,I,HUNGARY,Hungary,A,Annual,PUBLIC,Total public,OTHERTECH,Group 7: Other cross-cutting techs/research,RDD,"Research, development and demonstration",NC_N,National currency (nominal),2019,,0,,I,Imputed Value,F,Non-confidential,6,Millions,3,
DATAFLOW,OECD.IEA:RDDPUBLIC(1.0),Public energy technology RD&D budgets,I,HUNGARY,Hungary,A,Annual,PUBLIC,Total public,OTHERTECH,Group 7: Other cross-cutting techs/research,RDD,"Research, development and demonstration",NC_N,National currency (nominal),2020,,0,,I,Imputed Value,F,Non-confidential,6,Millions,3,
DATAFLOW,OECD.IEA:RDDPUBLIC(1.0),Public energy technology RD&D budgets,I,HUNGARY,Hungary,A,Annual,PUBLIC,Total public,OTHERTECH,Group 7: Other cross-cutting techs/research,RDD,"Research, development and demonstration",NC_N,National currency (nominal),2021,,25,,I,Imputed Value,F,Non-confidential,6,Millions,3,
DATAFLOW,OECD.IEA:RDDPUBLIC(1.0),Public energy technology RD&D budgets,I,HUNGARY,Hungary,A,Annual,PUBLIC,Total public,OTHERTECH,Group 7: Other cross-cutting techs/research,RDD,"Research, development and demonstration",NC_N,National currency (nominal),2022,,12.87,,I,Imputed Value,F,Non-confidential,6,Millions,3,
DATAFLOW,OECD.IEA:RDDPUBLIC(1.0),Public energy technology RD&D budgets,I,HUNGARY,Hungary,A,Annual,PUBLIC,Total public,OTHERTECH,Group 7: Other cross-cutting techs/research,RDD,"Research, development and demonstration",NC_N,National currency (nominal),2023,,0,,P,Provisional Value,F,Non-confidential,6,Millions,3,
